REGIAO:;SE
UF:;SP
ESTACAO:;LINS
CODIGO (WMO):;A727
LATITUDE:;-21,66611111
LONGITUDE:;-49,73472221
ALTITUDE:;460,65
DATA DE FUNDACAO:;20/09/06
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2024/01/01;0000 UTC;;960,2;960,2;959,4;;26,5;19,4;28,5;26,5;19,4;17,4;65;51;65;321;4,8;1,2;
2024/01/01;0100 UTC;;961;961;960,2;;25,8;20;26,5;25,6;20,3;19,4;72;65;71;236;5,2;1,7;
2024/01/01;0200 UTC;;961,4;961,4;961;;25,1;20,3;25,8;25,1;20,5;20;75;70;75;35;5,2;,1;
2024/01/01;0300 UTC;;961,5;961,6;961,4;;25,5;16,9;26,1;25,1;20,4;16,8;75;57;59;161;4,2;1,4;
2024/01/01;0400 UTC;;960,4;961,5;960,4;;24,4;16,5;25,5;24,4;16,9;16,3;61;58;61;147;5,8;3;
2024/01/01;0500 UTC;;960,2;960,4;960,2;;23,4;16,8;24,4;23,4;16,8;16,4;66;61;66;158;6,1;2,4;
2024/01/01;0600 UTC;;959,6;960,2;959,6;;22,6;16,9;23,4;22,6;16,9;16,7;70;66;70;154;5,3;2,4;
2024/01/01;0700 UTC;;959,4;959,6;959,4;;22,2;16,9;22,6;22,2;17;16,8;72;70;72;163;5,7;1,9;
2024/01/01;0800 UTC;;959,7;959,8;959,3;;21,7;16,8;22,2;21,7;17;16,8;74;72;74;160;5,5;2,6;
2024/01/01;0900 UTC;;960,4;960,4;959,7;29,8;21,6;16,7;21,7;21,5;16,8;16,6;74;73;74;155;5,6;2,6;
2024/01/01;1000 UTC;;960,9;960,9;960,3;276,2;22;16,7;22;21,5;16,9;16,6;74;72;72;149;5,8;2,6;
2024/01/01;1100 UTC;;961,4;961,4;960,9;962,2;23,3;16,8;23,5;21,9;17,1;16,6;72;67;67;138;6,4;3,2;
2024/01/01;1200 UTC;;961,7;961,7;961,4;1887,6;24,7;17,3;25,1;23,3;17,8;16,8;68;62;63;138;6,1;2,9;
2024/01/01;1300 UTC;;961,9;961,9;961,6;2138,3;26,2;18,2;26,6;24,7;18,4;17,2;64;59;62;83;6,1;1,8;
2024/01/01;1400 UTC;;961,5;961,9;961,5;2390,9;27,6;18,8;27,6;26,2;18,9;17,8;62;58;59;32;4,6;1,8;
2024/01/01;1500 UTC;;960,8;961,5;960,8;2772,4;29,2;19,9;29,2;27;19,9;18,1;61;55;57;65;4,6;1,5;
2024/01/01;1600 UTC;;959,7;960,8;959,7;3357,7;30,2;19,1;30,2;28,3;19,9;18,3;58;50;51;107;5,1;1,9;
2024/01/01;1700 UTC;;958,3;959,7;958,3;3713;31,3;18,1;31,8;29,8;19,3;17,4;52;45;45;113;5,9;1,5;
2024/01/01;1800 UTC;;957,6;958,3;957,6;2373,6;30,9;18,1;32;30,3;18,4;16,4;47;41;47;87;4,5;1,3;
2024/01/01;1900 UTC;;956,8;957,6;956,8;1921,9;32,2;16,3;32,6;30,9;18;15,8;47;38;39;82;4,6;1,4;
2024/01/01;2000 UTC;;956;956,8;955,9;1516,3;31,6;16,5;32,4;31,4;17,2;15,9;42;37;40;87;4,4;1,2;
2024/01/01;2100 UTC;;956,3;956,3;956;254,5;31,2;16,4;31,7;31,1;16,8;15,7;42;39;41;105;3,8;1,1;
2024/01/01;2200 UTC;;957,3;957,3;956,3;41,4;29,1;18,1;31,2;29,1;18,2;16,5;52;41;52;87;3,3;,2;
2024/01/01;2300 UTC;;958,2;958,2;957,3;;28,1;18,5;29,1;28,1;18,6;18,1;56;52;56;99;1,9;,2;
2024/01/02;0000 UTC;;958,8;958,8;958,2;;26,2;20,1;28;26,2;20,1;18,4;69;56;69;25;3,4;,5;
2024/01/02;0100 UTC;;959,9;959,9;958,8;;25,7;20,5;26,2;25,3;20,8;20,1;75;69;73;151;4;1,7;
2024/01/02;0200 UTC;;960,2;960,2;959,8;;25,7;20,1;25,8;25,4;20,4;19,9;73;70;71;139;4;1;
2024/01/02;0300 UTC;;960,2;960,3;959,9;;25,5;20;25,9;25,5;20,2;19,7;72;70;72;155;4;2,3;
2024/01/02;0400 UTC;;959,4;960,2;959,4;;24,7;18;25,4;24,7;20;17,9;72;66;66;140;6,3;1,9;
2024/01/02;0500 UTC;;959;959,5;959;;24,1;17,6;24,8;24,1;17,9;17,5;67;65;67;130;5,1;1,3;
2024/01/02;0600 UTC;;958,7;959;958,7;;23,4;17,4;24,1;23,4;17,6;17,3;69;67;69;132;5,6;1,9;
2024/01/02;0700 UTC;;958,7;958,8;958,6;;22,4;17,6;23,4;22,4;17,6;17,4;74;69;74;126;5,9;2;
2024/01/02;0800 UTC;;959,1;959,1;958,7;;22,4;17,7;22,6;22,3;17,7;17,6;75;74;75;144;5,2;2,5;
2024/01/02;0900 UTC;;959,4;959,4;959,1;64,8;22,3;17,6;22,5;22,3;17,7;17,5;75;74;75;127;5,2;1,6;
2024/01/02;1000 UTC;;959,8;959,8;959,4;845,4;24,1;18;24,3;22,3;18,4;17,6;75;69;69;116;5,4;2,4;
2024/01/02;1100 UTC;;959,5;959,8;959,5;1408,4;25,6;18,6;26;23,9;19,1;18;70;64;65;98;5,1;2,2;
2024/01/02;1200 UTC;;958,9;959,5;958,9;2501,7;27,4;19;27,6;25,6;19,7;18,7;66;60;60;68;6,3;2,5;
2024/01/02;1300 UTC;;958,7;958,9;958,7;3259,6;29;19,3;29,6;27,3;20,7;18,9;62;55;56;27;6,6;3;
2024/01/02;1400 UTC;;958,5;958,8;958,5;3888,4;30,9;19,1;31,3;29;20,3;18,7;56;49;50;54;6,5;2,3;
2024/01/02;1500 UTC;;958,2;958,5;958,2;2933,5;31,7;19,4;31,8;30,1;20,1;18,1;53;46;48;353;5,4;1,8;
2024/01/02;1600 UTC;;957,4;958,2;957,4;3507,9;32,5;17,7;33,1;30,6;20;17,5;50;41;41;13;5,4;2,1;
2024/01/02;1700 UTC;;956,1;957,4;956,1;3747;33,3;14,3;33,6;32,5;19;13,8;44;31;32;126;4,9;1;
2024/01/02;1800 UTC;;955,3;956,1;955,3;3193,6;34,3;15,8;34,5;32,8;16;14,2;36;29;33;342;4,3;1,1;
2024/01/02;1900 UTC;;954,5;955,3;954,5;1770;33,2;14,7;35;32,9;15,7;13,8;34;29;33;83;4,4;,8;
2024/01/02;2000 UTC;;954,8;955,1;954,4;510,1;29,4;18,6;33,2;29,2;18,7;14,2;53;32;52;196;9,7;4,8;
2024/01/02;2100 UTC;;955,5;955,5;954,7;343,9;28,7;18,4;29,4;28,6;18,8;18,3;54;52;54;177;9,2;1,9;
2024/01/02;2200 UTC;;956,3;956,3;955,5;39,7;28,6;17,7;28,7;28,4;18,5;17,6;55;51;52;165;4,6;2,3;
2024/01/02;2300 UTC;;957,1;957,1;956,3;;28;17,7;28,6;28;17,7;17,4;54;51;54;190;4,6;1,2;
2024/01/03;0000 UTC;;957,9;957,9;957,1;;26;19,2;28,2;26;19,2;17,5;66;53;66;299;3,6;1,1;
2024/01/03;0100 UTC;;958,3;958,3;957,9;;25,5;20,1;26,3;25,5;20,1;19,2;72;65;72;118;2,6;0;
2024/01/03;0200 UTC;;958,1;958,4;958;;24,9;20,5;25,8;24,9;20,5;19,7;77;70;77;184;3,7;1,9;
2024/01/03;0300 UTC;;958;958,2;958;;24,9;20,5;25;24,7;20,6;20,3;78;76;76;177;3,2;1,1;
2024/01/03;0400 UTC;;957,5;958;957,4;;25,1;19,6;25,1;24,9;20,5;19,6;76;71;71;146;3,7;1,7;
2024/01/03;0500 UTC;;956,9;957,5;956,8;;24,3;19,8;25,2;24,3;20,1;19,5;77;71;76;139;3,4;,6;
2024/01/03;0600 UTC;;956,8;957,1;956,8;;23,8;19,5;24,5;23,8;19,8;19,4;77;75;77;122;3,2;1,1;
2024/01/03;0700 UTC;;956,8;956,8;956,7;;23,4;18,9;23,8;23,3;19,5;18,9;78;76;76;140;4,1;1,8;
2024/01/03;0800 UTC;;957,1;957,1;956,8;;23,2;18,5;23,5;23,2;18,9;18,5;76;74;75;128;5,1;1,8;
2024/01/03;0900 UTC;;957,7;957,7;957,1;53,6;22,8;18,7;23,2;22,7;18,7;18,5;78;75;78;117;5;1,5;
2024/01/03;1000 UTC;;958,3;958,3;957,6;418,8;23,8;18,8;23,8;22,8;18,9;18,5;78;74;74;125;4,6;1,7;
2024/01/03;1100 UTC;;958,2;958,4;958,2;1355,9;26;19,4;26;23,8;19,6;18,6;74;67;67;103;5,6;2,1;
2024/01/03;1200 UTC;;958,5;958,5;958,2;2309,9;28,4;20,3;28,4;25,8;20,4;19,2;67;62;62;79;5,4;1,3;
2024/01/03;1300 UTC;;958,4;958,6;958,3;3222,3;29,7;20,1;30,6;28,2;21,2;19,7;63;54;57;61;4,1;,9;
2024/01/03;1400 UTC;;958,1;958,5;958,1;2947,8;30,5;21,4;31,4;29,7;21,4;19,6;58;52;58;343;4,7;1;
2024/01/03;1500 UTC;;957,5;958,2;957,5;3198,9;32,9;20,8;32,9;30,5;21,5;19,7;58;48;49;358;4,2;1,1;
2024/01/03;1600 UTC;0;956,9;957,5;956,9;3041,1;32,9;19,3;33,4;31,4;20,7;18,8;49;45;45;39;4,3;1,2;
2024/01/03;1700 UTC;0;956,1;956,9;956;1989,1;32,5;18,4;33,9;31,9;19,8;18,1;48;40;43;352;5;1,2;
2024/01/03;1800 UTC;0;954,5;956;954,5;2774,9;34,1;17,7;34,4;32,5;19,3;17;44;36;38;130;3,7;1,4;
2024/01/03;1900 UTC;0;953,9;954,5;953,9;1568,9;33,3;17,8;34,5;33,2;18,4;16,9;41;36;40;18;3,8;,6;
2024/01/03;2000 UTC;0;955;955;953,5;320,7;25,9;20,1;33,5;25,9;20,2;17,4;70;39;70;13;9,3;2,7;
2024/01/03;2100 UTC;0;956,5;956,5;954,5;155,8;25,5;19,9;25,9;24,9;21;19,6;76;69;71;351;9,3;1,3;
2024/01/03;2200 UTC;0;956,9;956,9;956,2;23,8;23,8;20,1;25,5;23,6;20,1;19;80;69;80;5;5,1;,8;
2024/01/03;2300 UTC;0;957;957,7;956,9;;25,3;19,6;25,4;23,8;20,5;19,5;80;70;71;270;5;,9;
2024/01/04;0000 UTC;0;957,1;957,1;956,8;;25,3;19,6;25,4;25,1;19,7;19,3;72;69;71;87;3,5;,1;
2024/01/04;0100 UTC;0;958,5;958,5;957,1;;24,4;20,1;26,5;24,4;20,2;19,5;77;67;77;108;7,1;2,7;
2024/01/04;0200 UTC;0;959;959,2;958,5;;23,4;20,1;24,4;23,4;20,3;20;82;77;82;94;8,4;2,6;
2024/01/04;0300 UTC;0;958,9;959;958,8;;22,8;20,1;23,4;22,7;20,1;19,8;84;82;84;138;7,6;1,6;
2024/01/04;0400 UTC;0;958,6;958,9;958,4;;22,5;19,8;22,9;22,5;20,1;19,7;85;84;85;134;4,9;1,1;
2024/01/04;0500 UTC;0;958,2;958,7;958,2;;22,3;19,7;22,5;22,3;19,8;19,7;86;85;86;143;4,3;1,5;
2024/01/04;0600 UTC;0;958;958,3;958;;22,3;19,8;22,4;22,2;20;19,7;87;86;86;158;4,8;2;
2024/01/04;0700 UTC;0;957,4;958;957,4;;22,1;18,7;22,3;22,1;19,8;18,7;86;81;81;143;5,7;2,4;
2024/01/04;0800 UTC;0;958;958;957,4;;21,7;18,3;22,1;21,6;18,7;18,3;83;81;81;158;5,4;2,2;
2024/01/04;0900 UTC;0;959;959;958;67,9;21,7;18;21,7;21,5;18,3;17,9;81;79;80;165;4,6;1,7;
2024/01/04;1000 UTC;0;959,6;959,6;959;508;22,6;18,1;22,8;21,6;18,5;17,9;80;75;75;161;5,8;2,5;
2024/01/04;1100 UTC;0;960;960;959,6;1539,7;25,1;18,5;25,1;22,6;18,7;18,2;76;67;67;126;6,5;2,8;
2024/01/04;1200 UTC;0;960,1;960,2;960;2511,6;26,4;18,5;26,6;24,8;19;18,2;68;61;62;112;6,7;2,3;
2024/01/04;1300 UTC;0;960,1;960,1;960;3144,7;28,1;19,1;28,4;26,2;19,2;18,1;62;56;58;129;7,7;3,1;
2024/01/04;1400 UTC;0;959,7;960,2;959,7;3630,2;30;19,1;30,1;27,8;19,8;18,2;58;51;52;122;6,5;2,2;
2024/01/04;1500 UTC;0;959,1;959,7;959,1;4067,6;30,4;18,2;30,9;28,9;19,4;18;54;47;48;147;6,7;1,8;
2024/01/04;1600 UTC;0;958,5;959,1;958,4;3408,9;31,2;17,8;32,3;29,9;19,3;17,1;50;44;45;57;4,6;1,2;
2024/01/04;1700 UTC;0;957,7;958,5;957,7;3306,5;31,9;16,4;33,2;30,6;18,9;16,4;48;38;39;142;5,3;2,2;
2024/01/04;1800 UTC;0;957;957,7;957;3009,4;33;17,1;33,5;31,8;17,4;16,2;41;36;39;93;5,3;1,5;
2024/01/04;1900 UTC;0;956,2;957;956,2;1603,1;32,4;15,4;33,5;31,8;17,2;15,2;41;34;36;86;5,7;1,7;
2024/01/04;2000 UTC;0;956,1;956,2;956;1304;31,9;18,3;33,6;31,9;18,3;14,7;44;33;44;19;4,1;1,7;
2024/01/04;2100 UTC;0;956,1;956,1;956;341,6;31,3;18,5;32,4;31,3;19;17,8;47;43;47;69;4,1;,9;
2024/01/04;2200 UTC;0;957,1;957,1;956,1;49,1;29,2;20,5;31,3;29;20,5;18,5;60;47;60;40;3,1;,5;
2024/01/04;2300 UTC;0;958;958;957,1;;27,9;20,3;29,2;27,9;20,7;20,2;63;60;63;78;2,9;,5;
2024/01/05;0000 UTC;0;958,6;958,6;958;;26,8;18,7;28;26,8;20,5;18,4;64;58;61;136;5;1,6;
2024/01/05;0100 UTC;0;959;959;958,6;;27;18,5;27;26,8;18,8;18,5;61;60;60;93;5;,4;
2024/01/05;0200 UTC;0;959,5;959,5;959;;25,5;18,7;27,1;25,5;18,7;18,1;66;58;66;124;4,9;1,9;
2024/01/05;0300 UTC;0;959,4;959,8;959,4;;24,4;17,7;25,5;24,4;18,8;17,7;67;66;66;132;7,6;2,8;
2024/01/05;0400 UTC;0;958,9;959,5;958,9;;23,6;17,8;24,4;23,6;18;17,7;70;66;70;134;7,3;2,8;
2024/01/05;0500 UTC;0;958,3;958,9;958,3;;22,7;17,8;23,6;22,7;17,9;17,7;74;70;74;136;7,4;2,5;
2024/01/05;0600 UTC;0;957,8;958,3;957,8;;22,1;17,8;22,7;22,1;17,8;17,7;77;74;77;142;6,4;3;
2024/01/05;0700 UTC;0;958,2;958,2;957,7;;21,5;17,7;22,1;21,5;17,8;17,6;79;77;79;138;6,4;2,4;
2024/01/05;0800 UTC;0;958,6;958,7;958,2;;21,2;17,4;21,5;21,2;17,7;17,4;79;79;79;142;6,8;2,4;
2024/01/05;0900 UTC;0;959,1;959,1;958,6;38,4;21,2;17,4;21,2;21;17,4;17,3;80;79;79;153;7,4;2,6;
2024/01/05;1000 UTC;0;959,5;959,5;959,1;781,4;23;17,8;23;21,2;17,8;17,4;79;72;72;143;7,3;2,8;
2024/01/05;1100 UTC;0;960,1;960,1;959,5;1708,9;24,7;17,7;24,9;23;18,1;17,5;72;65;65;151;6,9;3,4;
2024/01/05;1200 UTC;0;960,3;960,4;960,1;2645,1;27,4;18;27,5;24,6;18,6;17,5;66;56;57;104;6,7;1,8;
2024/01/05;1300 UTC;0;960,2;960,4;960,2;2769,4;28,5;18,5;28,5;26,6;18,8;17,6;60;54;55;99;5,6;1,9;
2024/01/05;1400 UTC;0;959,7;960,2;959,7;3713,4;29,6;17,7;30,9;28,3;19,2;17,3;55;46;49;110;5,2;1,7;
2024/01/05;1500 UTC;0;959,2;959,7;959,1;3858,4;31,8;17,7;32,2;29,7;18,9;16,8;49;41;43;353;4,4;1,2;
2024/01/05;1600 UTC;0;958,7;959,2;958,7;3299;31,9;16,5;33,3;31,7;18,5;16,3;44;37;40;347;4,3;1,3;
2024/01/05;1700 UTC;0;957,3;958,7;957,3;1858;32,4;17,2;33,8;31,6;17,8;16,3;41;37;40;47;3,8;1,1;
2024/01/05;1800 UTC;0;956,7;957,3;956,6;901,6;31;18,2;32,9;30,7;19,1;16,3;49;38;47;319;5,8;1,9;
2024/01/05;1900 UTC;0;956,7;956,9;956,3;1720,5;28,7;16,5;32,2;28,3;18,9;15,3;50;38;48;90;7,1;2,2;
2024/01/05;2000 UTC;0;956;956,7;955,5;644,5;29,2;17;29,3;27,9;17,3;16,2;52;46;48;80;5,6;,6;
2024/01/05;2100 UTC;0;956,5;956,6;956;518,7;29,2;19,2;30,7;29,2;19,2;16,7;55;43;55;3;2,3;,6;
2024/01/05;2200 UTC;0;957,2;957,2;956,5;37,1;28,1;19,3;29,2;27,9;19,5;18,7;60;55;59;39;1,7;0;
2024/01/05;2300 UTC;0;958,2;958,2;957,2;;27;17,8;28,2;26,7;19,7;17,8;64;57;57;321;4,5;,9;
2024/01/06;0000 UTC;0;959,4;959,4;958,2;;25,9;18,6;27;25,7;18,9;17,7;66;57;64;120;3,7;0;
2024/01/06;0100 UTC;0;959,5;959,6;959,3;;25,5;18,7;25,9;25,1;19,1;18,5;69;64;66;75;2,2;0;
2024/01/06;0200 UTC;0;959,4;959,7;959,4;;24,6;18,5;25,6;24,6;18,8;18,3;69;65;69;279;,5;0;
2024/01/06;0300 UTC;0;959,5;959,6;959,3;;25;17,9;25,5;24,5;19;17,8;70;63;65;145;3,3;1,6;
2024/01/06;0400 UTC;0;959;959,5;959;;24,1;17,2;25;24,1;18,1;17,2;66;62;65;139;5,4;1,8;
2024/01/06;0500 UTC;0;958,6;959;958,6;;23,4;17,3;24,1;23,4;17,3;17,2;69;65;69;159;4,7;1,8;
2024/01/06;0600 UTC;0;958,3;958,7;958,2;;22,6;17,5;23,4;22,6;17,5;17,3;73;69;73;154;4,9;2,2;
2024/01/06;0700 UTC;0;958,4;958,4;958,1;;22;17,6;22,7;22;17,6;17,5;76;73;76;169;4,7;2,1;
2024/01/06;0800 UTC;0;958,8;958,8;958,4;;21,6;17,6;22;21,6;17,7;17,5;78;76;78;149;5,7;1,9;
2024/01/06;0900 UTC;0;959,5;959,5;958,8;36,4;21,6;17,7;21,6;21,3;17,7;17,6;80;78;79;152;5,2;1,8;
2024/01/06;1000 UTC;0;959,7;959,7;959,5;746,3;23,2;17,7;23,2;21,6;17,9;17,5;79;71;71;139;7,2;3,3;
2024/01/06;1100 UTC;0;960,4;960,4;959,6;1683,4;25,1;17,7;25,3;23,2;18,1;17,4;71;63;63;134;7,1;2,6;
2024/01/06;1200 UTC;0;960,2;960,5;960,1;2531,3;27,6;17,3;27,8;25,1;18,2;17,1;64;53;53;109;6,5;2,2;
2024/01/06;1300 UTC;0;960,1;960,3;960,1;3205,7;29,4;17,1;30,3;27,3;18,2;16,9;55;46;48;107;6,3;1,9;
2024/01/06;1400 UTC;0;959,6;960,1;959,5;3675,4;31,1;17,3;31,6;29,5;17,5;16,5;48;41;44;81;4,9;1,8;
2024/01/06;1500 UTC;0;959,3;959,6;959,2;3935;32,5;16,5;33,3;31,1;17,8;16;44;36;38;12;5,6;2,4;
2024/01/06;1600 UTC;0;958,7;959,3;958,7;3921,8;33,8;17,4;33,9;32,4;17,8;15,6;40;34;38;13;6,3;1,7;
2024/01/06;1700 UTC;0;958;958,7;958;3786;33,8;14,6;35,2;33,3;17,6;14,3;38;31;32;8;5,4;1,3;
2024/01/06;1800 UTC;0;957;958;957;3052,7;34,3;15,1;36,1;33,8;16,9;14,6;35;29;32;5;4,6;1,2;
2024/01/06;1900 UTC;0;956,3;957;956,3;2074,7;33,2;15,3;35,2;33,2;16,3;14,6;34;30;34;350;4;,7;
2024/01/06;2000 UTC;0;955,9;956,3;955,9;434,6;32,5;16,6;33,4;32,5;16,7;14,6;39;33;39;205;6,1;3,3;
2024/01/06;2100 UTC;0;956,4;956,4;955,9;427,2;32,7;15,1;33,2;32,2;16,9;15,1;40;35;35;179;5,5;,5;
2024/01/06;2200 UTC;0;957,1;957,1;956,4;44,9;30,9;17,3;32,7;30,7;17,6;14,9;45;34;44;142;1,9;,1;
2024/01/06;2300 UTC;0;957,8;957,8;957,1;;29,9;17,5;30,9;29,7;17,6;16,8;48;43;47;180;1,6;0;
2024/01/07;0000 UTC;0;958,4;958,4;957,8;;27;18,7;29,9;26,8;18,7;17,5;61;47;61;14;2,6;,7;
2024/01/07;0100 UTC;0;958,8;958,8;958,4;;27,5;19,2;28,4;27;19,2;18,4;61;57;60;117;2,3;,2;
2024/01/07;0200 UTC;0;958,6;958,9;958,6;;27;19,1;27,9;27;19,3;19;62;59;62;184;1,3;0;
2024/01/07;0300 UTC;0;958,4;958,7;958,3;;25,1;18,4;27,3;25,1;19,4;18,3;67;61;67;43;3,6;1,5;
2024/01/07;0400 UTC;0;958,4;958,6;958,3;;25,7;19;26,6;24,5;19,6;18,6;73;63;67;79;4,6;,5;
2024/01/07;0500 UTC;0;958,1;958,5;958;;25,3;17,9;25,9;25,3;19,1;17,8;68;62;64;135;4,4;1,7;
2024/01/07;0600 UTC;0;957,8;958,1;957,8;;24,2;18,4;25,3;24,2;18,4;17,9;70;64;70;137;4,5;1,6;
2024/01/07;0700 UTC;0;958,1;958,1;957,7;;23,4;18,7;24,2;23,4;18,7;18,4;75;70;75;137;6,1;2;
2024/01/07;0800 UTC;0;958,6;958,6;958,1;;23,1;18,8;23,4;23,1;18,9;18,7;77;75;77;138;4,8;1,6;
2024/01/07;0900 UTC;0;959,2;959,2;958,6;35,8;22,7;18,8;23,1;22,5;18,8;18,7;79;77;79;126;5,6;1,7;
2024/01/07;1000 UTC;0;960;960;959,2;699,8;25;19,1;25;22,7;19,2;18,7;79;70;70;135;6,6;1,5;
2024/01/07;1100 UTC;0;960,3;960,3;960;1630,3;27,1;19,3;27,1;24,6;19,7;18,7;70;62;62;100;4,4;1,2;
2024/01/07;1200 UTC;0;960,3;960,3;960,2;2479,2;28,9;19,3;29,4;26,8;20;18,8;63;55;56;31;5,1;1,5;
2024/01/07;1300 UTC;0;960,3;960,4;960,2;3161,3;31;20,1;31;28,8;20,3;19,2;58;52;52;45;3,9;1,6;
2024/01/07;1400 UTC;0;960;960,3;960;3625;32,5;19,7;32,7;30,7;20,3;19,1;52;46;47;329;4,1;1,3;
2024/01/07;1500 UTC;0;959,4;960;959,4;3935,7;35,2;19,1;35,2;32,6;20,5;18,1;48;39;39;280;4,4;1,3;
2024/01/07;1600 UTC;0;958,3;959,4;958,3;3651,9;34,6;17,1;35,5;33,6;19,6;16,4;41;33;35;19;5;1,4;
2024/01/07;1700 UTC;0;957,6;958,3;957,6;2567,4;35,8;15,5;35,8;34,1;17,4;14,7;36;30;30;60;6,2;1,3;
2024/01/07;1800 UTC;0;956,4;957,6;956,4;3187,7;36,2;15,2;37,1;35,2;16,6;14,6;32;28;29;337;4,3;1,4;
2024/01/07;1900 UTC;0;955,8;956,4;955,8;2470,9;36,6;15,5;37,4;35,8;16,4;14,3;30;26;29;336;4,6;1,3;
2024/01/07;2000 UTC;0;955,7;956;955,7;1765,2;35,9;16,2;36,9;35,9;16,2;14;31;27;31;360;4,6;1,3;
2024/01/07;2100 UTC;0;956,3;956,4;955,7;283,5;32,5;17,7;35,8;32,5;17,9;16,4;42;31;42;18;5,9;1,4;
2024/01/07;2200 UTC;0;957,1;957,1;956,3;47,5;30,8;19,2;32,4;30,8;19,2;17,5;50;41;50;24;3,3;,6;
2024/01/07;2300 UTC;0;958;958;957,1;;30,6;19,4;30,8;30,5;19,6;19,2;52;50;51;69;1,7;,2;
2024/01/08;0000 UTC;0;958,8;958,8;958;;29,2;19,7;30,6;29,2;19,7;19,3;56;51;56;332;2,7;,4;
2024/01/08;0100 UTC;0;959,1;959,1;958,8;;29,1;19,6;29,6;29,1;20,1;19,6;58;56;57;110;1,8;,2;
2024/01/08;0200 UTC;0;959,7;959,8;959,1;;27,9;19,8;29,1;27,8;19,8;19,4;62;57;61;151;4,3;,8;
2024/01/08;0300 UTC;,4;958,8;959,8;958,8;;25,3;20,8;28,1;25,3;21;19,4;77;61;76;27;4,3;1,3;
2024/01/08;0400 UTC;0;958,8;959,1;958,6;;25,7;20,9;26,2;25,3;21,3;20,8;78;73;75;53;4,4;,7;
2024/01/08;0500 UTC;0;958,3;958,8;958,3;;25,2;20,9;25,7;24,8;21;20,6;79;75;77;293;2,6;,1;
2024/01/08;0600 UTC;0;958;958,4;958;;25,3;20,5;25,5;25,1;20,9;20,5;77;75;75;30;1,7;0;
2024/01/08;0700 UTC;0;957,8;958;957,4;;24,3;20,2;25,3;24,3;20,5;20,1;78;74;78;146;2,5;0;
2024/01/08;0800 UTC;0;958,2;958,3;957,8;;23,8;20,1;24,5;23,7;20,5;19,9;80;77;80;125;2,7;,8;
2024/01/08;0900 UTC;0;958,9;958,9;958,2;35,3;23,5;20,1;23,8;23,2;20,1;19,9;82;80;81;93;3,4;,6;
2024/01/08;1000 UTC;0;959,7;959,7;958,9;699,3;25,8;20,5;25,8;23,5;20,6;20,1;81;73;73;63;4,6;1,2;
2024/01/08;1100 UTC;0;960,1;960,1;959,7;1626,8;27,9;20,4;28,1;25,8;21;20,2;73;63;64;51;4,4;1,5;
2024/01/08;1200 UTC;0;960,6;960,6;960,1;2473;30,4;19,8;30,5;27,8;20,6;19,3;64;53;53;14;4,9;2,1;
2024/01/08;1300 UTC;0;960,7;960,8;960,6;3148;31,6;19,6;32,1;30,1;20,7;19,1;54;48;49;358;5,3;1,7;
2024/01/08;1400 UTC;0;960,6;960,8;960,6;3617,2;32,8;18;33,6;31,6;20,4;17;50;38;41;359;5,3;2;
2024/01/08;1500 UTC;0;959,9;960,6;959,9;3894;34;18,6;34,6;32,8;19,6;17,9;43;39;40;317;5,2;1,3;
2024/01/08;1600 UTC;0;959;959,9;959;3926,5;35,6;18,2;35,7;34;19,3;17,6;41;35;36;83;5;1,7;
2024/01/08;1700 UTC;0;957,7;959;957,7;3423,6;35,8;17,2;36,2;34,2;19;16,8;38;33;33;341;5,6;1,3;
2024/01/08;1800 UTC;0;956,5;957,7;956,5;3155,4;36,1;16,6;37;35,5;18,3;16,2;35;31;32;9;5;1,3;
2024/01/08;1900 UTC;0;955,7;956,5;955,7;2458,3;35,9;16,2;36,5;35,5;16,9;15,6;32;30;31;15;5;1,9;
2024/01/08;2000 UTC;0;956,1;956,1;955,7;1589,2;35,3;16,6;36,1;35,1;17,2;15,9;34;30;33;24;5,5;2,4;
2024/01/08;2100 UTC;0;956,7;956,7;956;156;33,4;17,6;35,3;33,4;17,6;16,3;39;33;39;55;4,6;,5;
2024/01/08;2200 UTC;0;957,3;957,3;956,7;22;31,7;18,9;33,4;31,7;18,9;17,7;47;39;47;84;2,9;,5;
2024/01/08;2300 UTC;0;958,6;958,6;957,3;;29,7;17;31,7;29,7;19,2;17;49;46;46;169;5,6;2,9;
